Date,Cluster,Ticker,Action,Shares_Qty,Close,Final_Weight,Position,Score_MR,Score_Mom,Score_VB,Score_XSR,Score_Val
2015-11-09,cluster_financial-services_banks-regional,CAC,WAIT,0,20.36,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-09,cluster_financial-services_banks-regional,FFIC,WAIT,0,14.27,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-09,cluster_financial-services_banks-regional,FISI,WAIT,0,17.75,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-09,cluster_financial-services_banks-regional,MOFG,WAIT,0,23.31,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-10,cluster_financial-services_banks-regional,CAC,WAIT,0,20.43,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-10,cluster_financial-services_banks-regional,FFIC,WAIT,0,14.28,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-10,cluster_financial-services_banks-regional,FISI,WAIT,0,17.98,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-10,cluster_financial-services_banks-regional,MOFG,WAIT,0,22.98,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-11,cluster_financial-services_banks-regional,CAC,WAIT,0,20.44,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-11,cluster_financial-services_banks-regional,FFIC,WAIT,0,14.11,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-11,cluster_financial-services_banks-regional,FISI,WAIT,0,17.92,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-11,cluster_financial-services_banks-regional,MOFG,WAIT,0,22.93,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-12,cluster_financial-services_banks-regional,CAC,WAIT,0,20.57,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-12,cluster_financial-services_banks-regional,FFIC,WAIT,0,13.83,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-12,cluster_financial-services_banks-regional,FISI,WAIT,0,17.75,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-12,cluster_financial-services_banks-regional,MOFG,WAIT,0,22.47,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-13,cluster_financial-services_banks-regional,CAC,WAIT,0,20.62,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-13,cluster_financial-services_banks-regional,FFIC,WAIT,0,13.78,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-13,cluster_financial-services_banks-regional,FISI,WAIT,0,17.55,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-13,cluster_financial-services_banks-regional,MOFG,WAIT,0,22.37,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-16,cluster_financial-services_banks-regional,CAC,WAIT,0,20.83,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-16,cluster_financial-services_banks-regional,FFIC,WAIT,0,13.95,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-16,cluster_financial-services_banks-regional,FISI,WAIT,0,17.72,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-16,cluster_financial-services_banks-regional,MOFG,WAIT,0,21.88,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-17,cluster_financial-services_banks-regional,CAC,WAIT,0,20.88,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-17,cluster_financial-services_banks-regional,FFIC,WAIT,0,13.99,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-17,cluster_financial-services_banks-regional,FISI,WAIT,0,17.65,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-17,cluster_financial-services_banks-regional,MOFG,WAIT,0,22.25,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-18,cluster_financial-services_banks-regional,CAC,WAIT,0,21.09,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-18,cluster_financial-services_banks-regional,FFIC,WAIT,0,14.19,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-18,cluster_financial-services_banks-regional,FISI,WAIT,0,17.73,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-18,cluster_financial-services_banks-regional,MOFG,WAIT,0,22.34,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-19,cluster_financial-services_banks-regional,CAC,WAIT,0,21.1,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-19,cluster_financial-services_banks-regional,FFIC,WAIT,0,14.16,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-19,cluster_financial-services_banks-regional,FISI,WAIT,0,17.7,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-19,cluster_financial-services_banks-regional,MOFG,WAIT,0,22.37,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-20,cluster_financial-services_banks-regional,CAC,WAIT,0,21.2,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-20,cluster_financial-services_banks-regional,FFIC,WAIT,0,14.31,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-20,cluster_financial-services_banks-regional,FISI,WAIT,0,17.71,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-20,cluster_financial-services_banks-regional,MOFG,WAIT,0,23.16,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-23,cluster_financial-services_banks-regional,CAC,WAIT,0,21.13,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-23,cluster_financial-services_banks-regional,FFIC,WAIT,0,14.38,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-23,cluster_financial-services_banks-regional,FISI,WAIT,0,17.82,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-23,cluster_financial-services_banks-regional,MOFG,WAIT,0,23.13,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-24,cluster_financial-services_banks-regional,CAC,WAIT,0,20.99,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-24,cluster_financial-services_banks-regional,FFIC,WAIT,0,14.44,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-24,cluster_financial-services_banks-regional,FISI,WAIT,0,18.11,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-24,cluster_financial-services_banks-regional,MOFG,WAIT,0,23.27,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-25,cluster_financial-services_banks-regional,CAC,WAIT,0,20.89,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-25,cluster_financial-services_banks-regional,FFIC,WAIT,0,14.49,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-25,cluster_financial-services_banks-regional,FISI,WAIT,0,18.03,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-25,cluster_financial-services_banks-regional,MOFG,WAIT,0,23.68,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-27,cluster_financial-services_banks-regional,CAC,WAIT,0,21.16,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-27,cluster_financial-services_banks-regional,FFIC,WAIT,0,14.48,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-27,cluster_financial-services_banks-regional,FISI,WAIT,0,18.15,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-27,cluster_financial-services_banks-regional,MOFG,WAIT,0,23.61,0.0,0.0,,0.0,0.0,0.0,0.0
2015-11-30,cluster_financial-services_banks-regional,CAC,WAIT,0,21.15,0.0,0.0,,0.0,0.0,0.0,0.0
